"","dbn","feeder_school","n_hs_applicants","n_testers","n_offers","year","zip"
"2146","20K201","J.H.S. 201 THE DYKER HEIGHTS (20K201)",591,345,116,"2019"," 11228"
"2147","20K220","J.H.S. 220 JOHN J. PERSHING (20K220)",493,157,19,"2019"," 11220"
"2148","20K223","J.H.S. 223 THE MONTAUK (20K223)",298,119,13,"2019"," 11204"
"2149","20K227","J.H.S. 227 EDWARD B. SHALLOW (20K227)",611,210,20,"2019"," 11204"
"2150","20K229","P.S. 229 DYKER (20K229)",129,82,20,"2019"," 11228"
"2151","20K259","J.H.S. 259 WILLIAM MCKINLEY (20K259)",612,325,78,"2019"," 11228"
"2152","20K609","URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE (20K609)",79,14,5,"2019"," 11204"
"2153","20K686","BROOKLYN SCHOOL OF INQUIRY (20K686)",54,48,19,"2019"," 11204"
"2154","21K095","P.S. 095 THE GRAVESEND (21K095)",57,37,5,"2019"," 11223"
"2155","21K096","I.S. 096 SETH LOW (21K096)",283,89,5,"2019"," 11204"
"2156","21K098","I.S. 98 BAY ACADEMY (21K098)",515,348,98,"2019"," 11235"
"2157","21K099","P.S. 099 ISAAC ASIMOV (21K099)",80,13,5,"2019"," 11230"
"2158","21K121","P.S. 121 NELSON A. ROCKEFELLER (21K121)",39,13,5,"2019"," 11204"
"2159","21K209","P.S. 209 MARGARET MEAD (21K209)",72,14,5,"2019"," 11235"
"2160","21K225","P.S. K225 - THE EILEEN E. ZAGLIN (21K225)",129,34,5,"2019"," 11235"
"2161","21K226","P.S. 226 ALFRED DE B. MASON (21K226)",134,56,5,"2019"," 11204"
"2162","21K228","I.S. 228 DAVID A. BOODY (21K228)",491,194,19,"2019"," 11223"
"2163","21K238","P.S. 238 ANNE SULLIVAN (21K238)",56,10,5,"2019"," 11223"
"2164","21K239","MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED (21K239)",429,320,147,"2019"," 11224"
"2165","21K281","I.S. 281 JOSEPH B CAVALLARO (21K281)",448,191,23,"2019"," 11214"
"2166","21K288","P.S. 288 THE SHIRLEY TANYHILL (21K288)",46,5,5,"2019"," 11224"
"2167","21K303","I.S. 303 HERBERT S. EISENBERG (21K303)",186,33,5,"2019"," 11224"
"2168","21K468","KINGSBOROUGH EARLY COLLEGE SCHOOL (21K468)",86,5,5,"2019"," 11214"
"2169","21K690","BROOKLYN STUDIO SECONDARY SCHOOL (21K690)",111,20,5,"2019"," 11214"
"2170","22K014","J.H.S. 014 SHELL BANK (22K014)",186,46,5,"2019"," 11235"
"2171","22K078","J.H.S. 078 ROY H. MANN (22K078)",196,34,5,"2019"," 11234"
"2172","22K109","P.S. 109 (22K109)",60,13,5,"2019"," 11203"
"2173","22K206","P.S. 206 JOSEPH F LAMB (22K206)",134,63,10,"2019"," 11229"
"2174","22K207","P.S. 207 ELIZABETH G. LEARY (22K207)",127,30,5,"2019"," 11234"
"2175","22K234","J.H.S. 234 ARTHUR W. CUNNINGHAM (22K234)",569,263,40,"2019"," 11229"
"2176","22K240","ANDRIES HUDDE (22K240)",235,29,5,"2019"," 11210"
"2177","22K278","J.H.S. 278 MARINE PARK (22K278)",379,116,9,"2019"," 11229"
"2178","22K381","I. S. 381 (22K381)",73,31,5,"2019"," 11210"
"2179","22K890","M.S. 890 (22K890)",106,51,5,"2019"," 11218"
"2180","23K041","P.S. 041 FRANCIS WHITE (23K041)",51,5,5,"2019"," 11212"
"2181","23K155","P.S./ I.S. 155 NICHOLAS HERKIMER (23K155)",42,7,5,"2019"," 11233"
"2182","23K178","P.S. 178 SAINT CLAIR MCKELWAY (23K178)",42,6,5,"2019"," 11233"
"2183","23K184","P.S. 184 NEWPORT (23K184)",41,5,5,"2019"," 11212"
"2184","23K323","P.S./I.S. 323 (23K323)",63,5,5,"2019"," 11212"
"2185","23K363","BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL (23K363)",100,8,5,"2019"," 11212"
"2186","23K392","I.S. 392 (23K392)",104,100,5,"2019"," 11212"
"2187","23K518","KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY) (23K518)",70,23,5,"2019"," 11212"
"2188","23K522","MOTT HALL IV (23K522)",52,5,5,"2019"," 11233"
"2189","23K644","EAGLE ACADEMY FOR YOUNG MEN II (23K644)",82,5,5,"2019"," 11233"
"2190","23K664","BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES) (23K664)",68,19,5,"2019"," 11233"
"2191","23K668","RIVERDALE AVENUE MIDDLE SCHOOL (23K668)",52,5,5,"2019"," 11212"
"2192","23K671","MOTT HALL BRIDGES ACADEMY (23K671)",61,16,5,"2019"," 11212"
"2193","24Q005","I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL (24Q005)",580,239,35,"2019"," 11373"
"2194","24Q049","P.S. 049 DOROTHY BONAWIT KOLE (24Q049)",140,47,8,"2019"," 11379"
"2195","24Q061","I.S. 061 LEONARDO DA VINCI (24Q061)",772,113,5,"2019"," 11368"
"2196","24Q073","I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL (24Q073)",701,369,61,"2019"," 11378"
"2197","24Q077","I.S. 077 (24Q077)",329,60,5,"2019"," 11385"
"2198","24Q087","P.S./I.S. 087 MIDDLE VILLAGE (24Q087)",54,9,5,"2019"," 11379"
"2199","24Q093","I.S. 093 RIDGEWOOD (24Q093)",390,57,5,"2019"," 11385"
"2200","24Q102","P.S. 102 BAYVIEW (24Q102)",145,72,14,"2019"," 11373"
"2201","24Q113","P.S./I.S. 113 ANTHONY J. PRANZO (24Q113)",102,22,5,"2019"," 11385"
"2202","24Q119","P.S./I.S. 119 THE GLENDALE (24Q119)",221,87,31,"2019"," 11385"
"2203","24Q125","I.S. 125 THOM J. MCCANN WOODSIDE (24Q125)",579,199,22,"2019"," 11377"
"2204","24Q128","P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL (24Q128)",126,41,5,"2019"," 11379"
"2205","24Q311","CORONA ARTS & SCIENCES ACADEMY (24Q311)",314,25,5,"2019"," 11368"
"2206","24Q560","ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY (24Q560)",53,31,10,"2019"," 11101"
"2207","25Q025","I.S. 025 ADRIEN BLOCK (25Q025)",388,168,34,"2019"," 11358"
"2208","25Q164","P.S. 164 QUEENS VALLEY (25Q164)",90,33,7,"2019"," 11367"
"2209","25Q185","J.H.S. 185 EDWARD BLEEKER (25Q185)",503,232,84,"2019"," 11354"
"2210","25Q189","J.H.S. 189 DANIEL CARTER BEARD (25Q189)",269,113,11,"2019"," 11355"
"2211","25Q194","J.H.S. 194 WILLIAM CARR (25Q194)",433,180,52,"2019"," 11357"
"2212","25Q200","P.S./M.S. 200 - THE MAGNET SCHOOL OF GLOBAL STUDIES AND LEADERSHIP (25Q200)",63,13,5,"2019"," 11365"
"2213","25Q219","P.S. 219 PAUL KLAPPER (25Q219)",95,36,5,"2019"," 11367"
"2214","25Q237","I.S. 237 (25Q237)",461,217,52,"2019"," 11355"
"2215","25Q250","I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL (25Q250)",133,16,5,"2019"," 11366"
"2216","25Q252","QUEENS SCHOOL OF INQUIRY, THE (25Q252)",78,16,5,"2019"," 11366"
"2217","25Q281","EAST-WEST SCHOOL OF INTERNATIONAL STUDIES (25Q281)",94,57,12,"2019"," 11355"
"2218","25Q285","WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL (25Q285)",82,18,5,"2019"," 11358"
"2219","25Q294","BELL ACADEMY (25Q294)",131,51,14,"2019"," 11360"
"2220","25Q499","THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY (25Q499)",58,48,8,"2019"," 11367"
"2221","26Q067","J.H.S. 067 LOUIS PASTEUR (26Q067)",319,213,81,"2019"," 11362"
"2222","26Q074","J.H.S. 074 NATHANIEL HAWTHORNE (26Q074)",388,227,96,"2019"," 11364"
"2223","26Q158","M.S. 158 MARIE CURIE (26Q158)",369,202,71,"2019"," 11361"
"2224","26Q172","IRWIN ALTMAN MIDDLE SCHOOL 172 (26Q172)",344,148,24,"2019"," 11004"
"2225","26Q178","P.S./ IS 178 HOLLISWOOD (26Q178)",65,17,5,"2019"," 11423"
"2226","26Q216","J.H.S. 216 GEORGE J. RYAN (26Q216)",515,282,72,"2019"," 11365"
"2227","26Q266","P.S./I.S. 266 (26Q266)",77,29,5,"2019"," 11426"
"2228","27Q042","P.S./M.S 042 R. VERNAM (27Q042)",41,5,5,"2019"," 11692"
"2229","27Q043","P.S. 043 (27Q043)",71,6,5,"2019"," 11691"
"2230","27Q047","P.S. 047 CHRIS GALAS (27Q047)",17,5,5,"2019"," 11693"
"2231","27Q053","M.S. 053 BRIAN PICCOLO (27Q053)",78,5,5,"2019"," 11691"
"2232","27Q105","P.S. 105 THE BAY SCHOOL (27Q105)",83,5,5,"2019"," 11691"
"2233","27Q114","P.S./M.S. 114 BELLE HARBOR (27Q114)",29,5,5,"2019"," 11694"
"2234","27Q124","P.S. 124 OSMOND A CHURCH (27Q124)",154,49,5,"2019"," 11420"
"2235","27Q137","M.S. 137 AMERICA'S SCHOOL OF HEROES (27Q137)",622,180,8,"2019"," 11417"
"2236","27Q146","P.S. 146 HOWARD BEACH (27Q146)",66,7,5,"2019"," 11414"
"2237","27Q183","P.S. 183 DR. RICHARD R. GREEN (27Q183)",39,5,5,"2019"," 11693"
"2238","27Q202","J.H.S. 202 ROBERT H. GODDARD (27Q202)",384,116,5,"2019"," 11417"
"2239","27Q207","P.S. 207 ROCKWOOD PARK (27Q207)",52,5,5,"2019"," 11414"
"2240","27Q210","J.H.S. 210 ELIZABETH BLACKWELL (27Q210)",611,119,8,"2019"," 11416"
"2241","27Q226","J.H.S. 226 VIRGIL I. GRISSOM (27Q226)",289,53,5,"2019"," 11420"
"2242","27Q232","P.S. 232 LINDENWOOD (27Q232)",99,37,5,"2019"," 11414"
"2243","27Q262","CHANNEL VIEW SCHOOL FOR RESEARCH (27Q262)",135,26,5,"2019"," 11694"
"2244","27Q282","KNOWLEDGE AND POWER PREPARATORY ACADEMY VI (27Q282)",90,29,5,"2019"," 11691"
"2245","27Q297","HAWTREE CREEK MIDDLE SCHOOL (27Q297)",126,38,5,"2019"," 11420"
"2246","27Q309","ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL (27Q309)",79,5,5,"2019"," 11691"
"2247","27Q318","WATERSIDE SCHOOL FOR LEADERSHIP (27Q318)",71,12,5,"2019"," 11694"
"2248","27Q319","VILLAGE ACADEMY (27Q319)",116,31,5,"2019"," 11691"
"2249","27Q323","SCHOLARS' ACADEMY (27Q323)",235,87,28,"2019"," 11694"
"2250","27Q333","GOLDIE MAPLE ACADEMY (27Q333)",34,5,5,"2019"," 11692"
"2251","28Q008","J.H.S. 008 RICHARD S. GROSSLEY (28Q008)",127,22,5,"2019"," 11433"
"2252","28Q072","CATHERINE & COUNT BASIE MIDDLE SCHOOL 72 (28Q072)",101,20,5,"2019"," 11434"
"2253","28Q157","J.H.S. 157 STEPHEN A. HALSEY (28Q157)",530,258,66,"2019"," 11374"
"2254","28Q167","METROPOLITAN EXPEDITIONARY LEARNING SCHOOL (28Q167)",120,13,5,"2019"," 11375"
"2255","28Q190","J.H.S. 190 RUSSELL SAGE (28Q190)",386,151,51,"2019"," 11375"
"2256","28Q217","J.H.S. 217 ROBERT A. VAN WYCK (28Q217)",574,159,18,"2019"," 11435"
"2257","28Q284","YORK EARLY COLLEGE ACADEMY (28Q284)",94,23,5,"2019"," 11433"
"2258","28Q287","THE EMERSON SCHOOL (28Q287)",112,25,5,"2019"," 11433"
"2259","28Q310","QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL (28Q310)",88,17,5,"2019"," 11432"
"2260","28Q332","REDWOOD MIDDLE SCHOOL (28Q332)",73,24,5,"2019"," 11434"
"2261","28Q358","M.S. 358 (28Q358)",133,46,5,"2019"," 11432"
"2262","28Q680","QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL (28Q680)",95,69,22,"2019"," 11432"
"2263","28Q896","YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS (28Q896)",84,44,8,"2019"," 11432"
"2264","29Q059","I.S. 059 SPRINGFIELD GARDENS (29Q059)",181,48,5,"2019"," 11413"
"2265","29Q109","JEAN NUZZI INTERMEDIATE SCHOOL (29Q109)",367,79,6,"2019"," 11428"
"2266","29Q116","P.S./I.S. 116 WILLIAM C. HUGHLEY (29Q116)",74,9,5,"2019"," 11433"
"2267","29Q138","P.S./M.S. 138 SUNRISE (29Q138)",110,16,5,"2019"," 11422"
"2268","29Q147","P.S./M.S. 147 RONALD MCNAIR (29Q147)",73,8,5,"2019"," 11411"
"2269","29Q192","I.S. 192 THE LINDEN (29Q192)",193,41,5,"2019"," 11412"
"2270","29Q208","P.S./I.S. 208 (29Q208)",93,32,5,"2019"," 11426"
"2271","29Q238","I.S. 238 - SUSAN B. ANTHONY ACADEMY (29Q238)",449,135,8,"2019"," 11423"
"2272","29Q259","PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL (29Q259)",77,24,5,"2019"," 11412"
"2273","29Q268","P.S./I.S. 268 (29Q268)",61,18,5,"2019"," 11433"
"2274","29Q270","THE GORDON PARKS SCHOOL (29Q270)",122,31,5,"2019"," 11422"
"2275","29Q283","PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL (29Q283)",55,12,5,"2019"," 11413"
"2276","29Q289","QUEENS UNITED MIDDLE SCHOOL (29Q289)",48,19,5,"2019"," 11413"
"2277","29Q295","P.S./I.S. 295 (29Q295)",59,16,5,"2019"," 11428"
"2278","29Q327","EAGLE ACADEMY FOR YOUNG MEN III (29Q327)",68,5,5,"2019"," 11434"
"2279","29Q355","COLLABORATIVE ARTS MIDDLE SCHOOL (29Q355)",92,19,5,"2019"," 11413"
"2280","29Q356","COMMUNITY VOICES MIDDLE SCHOOL (29Q356)",111,19,5,"2019"," 11413"
"2281","30Q010","I.S. 010 HORACE GREELEY (30Q010)",278,43,5,"2019"," 11103"
"2282","30Q078","P.S./I.S. 78Q (30Q078)",46,21,5,"2019"," 11109"
"2283","30Q111","P.S. 111 JACOB BLACKWELL (30Q111)",26,5,5,"2019"," 11101"
"2284","30Q122","P.S. 122 MAMIE FAY (30Q122)",100,89,52,"2019"," 11105"
"2285","30Q126","ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS (30Q126)",225,65,12,"2019"," 11106"
"2286","30Q127","P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL (30Q127)",149,31,5,"2019"," 11369"
"2287","30Q141","I.S. 141 THE STEINWAY (30Q141)",399,231,23,"2019"," 11105"
"2288","30Q145","I.S. 145 JOSEPH PULITZER (30Q145)",538,166,8,"2019"," 11372"
"2289","30Q204","I.S. 204 OLIVER W. HOLMES (30Q204)",166,29,5,"2019"," 11106"
"2290","30Q227","I.S. 227 LOUIS ARMSTRONG (30Q227)",465,225,23,"2019"," 11369"
"2291","30Q230","I.S. 230 (30Q230)",439,197,26,"2019"," 11372"
"2292","30Q235","ACADEMY FOR NEW AMERICANS (30Q235)",38,5,5,"2019"," 11102"
"2293","30Q286","YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA (30Q286)",74,18,5,"2019"," 11102"
"2294","30Q291","HUNTERS POINT COMMUNITY MIDDLE SCHOOL (30Q291)",143,57,12,"2019"," 11101"
"2295","30Q300","THE 30TH AVENUE SCHOOL (G&T CITYWIDE) (30Q300)",47,42,25,"2019"," 11106"
"2296","30Q580","BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION (30Q580)",60,34,26,"2019"," 11106"
"2297","31R002","I.S. R002 GEORGE L. EGBERT (31R002)",346,101,11,"2019"," 10306"
"2298","31R007","I.S. 007 ELIAS BERNSTEIN (31R007)",397,101,12,"2019"," 10312"
"2299","31R024","I.S. 024 MYRA S. BARNES (31R024)",437,142,13,"2019"," 10308"
"2300","31R027","I.S. 027 ANNING S. PRALL (31R027)",328,85,10,"2019"," 10310"
"2301","31R028","THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND (31R028)",73,8,5,"2019"," 10304"
"2302","31R034","I.S. 034 TOTTENVILLE (31R034)",366,74,7,"2019"," 10307"
"2303","31R048","P.S. 048 WILLIAM G. WILCOX (31R048)",126,59,7,"2019"," 10304"
"2304","31R049","I.S. 49 BERTA A. DREYFUS (31R049)",182,25,5,"2019"," 10304"
"2305","31R051","I.S. 051 EDWIN MARKHAM (31R051)",332,53,5,"2019"," 10302"
"2306","31R061","I.S. 061 WILLIAM A MORRIS (31R061)",314,36,5,"2019"," 10301"
"2307","31R063","MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING (31R063)",149,50,5,"2019"," 10314"
"2308","31R072","I.S. 072 ROCCO LAURIE (31R072)",517,159,13,"2019"," 10314"
"2309","31R075","I.S. 075 FRANK D. PAULO (31R075)",454,136,21,"2019"," 10312"
"2310","31R080","THE MICHAEL J. PETRIDES SCHOOL (31R080)",94,26,5,"2019"," 10301"
"2311","31R861","STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP (31R861)",91,20,5,"2019"," 10314"
"2312","32K045","P.S./I.S. 045 HORACE E. GREENE (32K045)",78,56,5,"2019"," 11207"
"2313","32K162","J.H.S. 162 THE WILLOUGHBY (32K162)",91,68,5,"2019"," 11237"
"2314","32K291","J.H.S. 291 ROLAND HAYES (32K291)",100,37,5,"2019"," 11221"
"2315","32K347","I.S. 347 SCHOOL OF HUMANITIES (32K347)",109,5,5,"2019"," 11221"
"2316","32K349","I.S. 349 MATH, SCIENCE & TECH. (32K349)",125,34,5,"2019"," 11221"
"2317","32K383","J.H.S. 383 PHILIPPA SCHUYLER (32K383)",277,236,5,"2019"," 11237"
"2318","32K384","P.S. /I.S. 384 FRANCES E. CARTER (32K384)",55,5,5,"2019"," 11207"
"2319","32K554","ALL CITY LEADERSHIP SECONDARY SCHOOL (32K554)",61,22,5,"2019"," 11237"
"2320","32K562","EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION (32K562)",127,47,5,"2019"," 11207"
"2321","01M034","P.S. 034 FRANKLIN D. ROOSEVELT (01M034)",44,5,5,"2020"," 10009"
"2322","01M140","P.S. 140 NATHAN STRAUS (01M140)",56,9,5,"2020"," 10002"
"2323","01M184","P.S. 184M SHUANG WEN (01M184)",112,79,29,"2020"," 10002"
"2324","01M188","P.S. 188 THE ISLAND SCHOOL (01M188)",49,5,5,"2020"," 10002"
"2325","01M332","UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL (01M332)",70,10,5,"2020"," 10002"
"2326","01M378","SCHOOL FOR GLOBAL LEADERS (01M378)",61,12,5,"2020"," 10002"
"2327","01M450","EAST SIDE COMMUNITY SCHOOL (01M450)",104,16,5,"2020"," 10009"
"2328","01M539","NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL (01M539)",135,116,76,"2020"," 10002"
"2329","01M839","TOMPKINS SQUARE MIDDLE SCHOOL (01M839)",113,33,8,"2020"," 10009"
"2330","02M104","J.H.S. 104 SIMON BARUCH (02M104)",344,196,45,"2020"," 10010"
"2331","02M114","EAST SIDE MIDDLE SCHOOL (02M114)",137,115,73,"2020"," 10128"
"2332","02M126","P.S. 126 JACOB AUGUST RIIS (02M126)",110,65,15,"2020"," 10038"
"2333","02M131","M.S. 131 (02M131)",110,40,5,"2020"," 10002"
"2334","02M167","J.H.S. 167 ROBERT F. WAGNER (02M167)",420,227,73,"2020"," 10021"
"2335","02M177","YORKVILLE EAST MIDDLE SCHOOL (02M177)",73,37,5,"2020"," 10075"
"2336","02M217","P.S./I.S. 217 ROOSEVELT ISLAND (02M217)",26,9,5,"2020"," 10044"
"2337","02M225","ELLA BAKER SCHOOL (02M225)",28,5,5,"2020"," 10065"
"2338","02M255","M.S. 255 SALK SCHOOL OF SCIENCE (02M255)",125,104,72,"2020"," 10003"
"2339","02M260","THE CLINTON SCHOOL (02M260)",94,46,22,"2020"," 10003"
"2340","02M276","BATTERY PARK CITY SCHOOL (02M276)",85,52,18,"2020"," 10280"
"2341","02M289","I.S. 289 (02M289)",89,45,6,"2020"," 10282"
"2342","02M297","M.S. 297 (02M297)",297,99,28,"2020"," 10014"
"2343","02M312","NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES (02M312)",179,169,117,"2020"," 10011"
"2344","02M347","THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL (02M347)",15,6,5,"2020"," 10010"
"2345","02M397","SPRUCE STREET SCHOOL (02M397)",54,30,9,"2020"," 10038"
"2346","02M407","INSTITUTE FOR COLLABORATIVE EDUCATION (02M407)",71,17,5,"2020"," 10003"
"2347","02M408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL (02M408)",31,5,5,"2020"," 10036"
"2348","02M413","SCHOOL OF THE FUTURE HIGH SCHOOL (02M413)",93,32,5,"2020"," 10010"
"2349","02M422","QUEST TO LEARN (02M422)",46,7,5,"2020"," 10011"
"2350","02M442","BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE (02M442)",25,17,5,"2020"," 10003"
"2351","02M896","LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL (02M896)",123,59,7,"2020"," 10004"
"2352","02M933","CITY KNOLL MIDDLE SCHOOL (02M933)",41,5,5,"2020"," 10001"
"2353","03M054","J.H.S. 054 BOOKER T. WASHINGTON (03M054)",262,219,126,"2020"," 10025"
"2354","03M076","P.S. 076 A. PHILIP RANDOLPH (03M076)",42,10,5,"2020"," 10027"
"2355","03M149","P.S. 149 SOJOURNER TRUTH (03M149)",29,5,5,"2020"," 10026"
"2356","03M180","P.S. 180 HUGO NEWMAN (03M180)",49,10,5,"2020"," 10027"
"2357","03M191","THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS (03M191)",68,10,5,"2020"," 10023"
"2358","03M243","M.S. 243 CENTER SCHOOL (03M243)",59,32,14,"2020"," 10024"
"2359","03M245","M.S. M245 THE COMPUTER SCHOOL (03M245)",123,62,14,"2020"," 10024"
"2360","03M247","M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL (03M247)",74,20,5,"2020"," 10025"
"2361","03M250","M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL (03M250)",49,8,5,"2020"," 10025"
"2362","03M256","LAFAYETTE ACADEMY (03M256)",49,14,5,"2020"," 10025"
"2363","03M258","COMMUNITY ACTION SCHOOL - MS 258 (03M258)",83,9,5,"2020"," 10025"
"2364","03M291","WEST END SECONDARY SCHOOL (03M291)",105,29,12,"2020"," 10023"
"2365","03M333","P.S. 333 MANHATTAN SCHOOL FOR CHILDREN (03M333)",58,21,5,"2020"," 10025"
"2366","03M334","THE ANDERSON SCHOOL (03M334)",60,55,45,"2020"," 10024"
"2367","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS (03M415)",25,5,5,"2020"," 10026"
"2368","03M421","WEST PREP ACADEMY (03M421)",64,16,5,"2020"," 10025"
"2369","03M859","SPECIAL MUSIC SCHOOL (03M859)",12,7,5,"2020"," 10023"
"2370","03M860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL (03M860)",23,5,5,"2020"," 10026"
"2371","03M862","MOTT HALL II (03M862)",146,89,7,"2020"," 10025"
"2372","04M007","P.S. 007 SAMUEL STERN (04M007)",54,9,5,"2020"," 10035"
"2373","04M012","TAG YOUNG SCHOLARS (04M012)",57,53,26,"2020"," 10029"
"2374","04M057","JAMES WELDON JOHNSON (04M057)",82,5,5,"2020"," 10029"
"2375","04M072","THE LEXINGTON ACADEMY (04M072)",66,7,5,"2020"," 10029"
"2376","04M096","P.S. 096 JOSEPH LANZETTA (04M096)",53,5,5,"2020"," 10035"
"2377","04M108","P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX (04M108)",62,10,5,"2020"," 10029"
"2378","04M171","P.S. 171 PATRICK HENRY (04M171)",82,29,5,"2020"," 10029"
"2379","04M206","P.S. 206 JOSE CELSO BARBOSA (04M206)",71,13,5,"2020"," 10035"
"2380","04M224","M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS (04M224)",61,20,5,"2020"," 10029"
"2381","04M372","ESPERANZA PREPARATORY ACADEMY (04M372)",71,5,5,"2020"," 10029"
"2382","04M377","RENAISSANCE SCHOOL OF THE ARTS (04M377)",76,23,5,"2020"," 10035"
"2383","04M610","YOUNG WOMEN'S LEADERSHIP SCHOOL (04M610)",49,5,5,"2020"," 10029"
"2384","04M825","ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE (04M825)",97,21,5,"2020"," 10029"
"2385","04M964","CENTRAL PARK EAST II (04M964)",54,5,5,"2020"," 10029"
"2386","05M046","P.S. 046 ARTHUR TAPPAN (05M046)",67,5,5,"2020"," 10039"
"2387","05M123","P.S. 123 MAHALIA JACKSON (05M123)",46,11,5,"2020"," 10030"
"2388","05M129","P.S. 129 JOHN H. FINLEY (05M129)",44,5,5,"2020"," 10027"
"2389","05M148","EAGLE ACADEMY FOR YOUNG MEN OF HARLEM (05M148)",34,6,5,"2020"," 10030"
"2390","05M161","P.S. 161 PEDRO ALBIZU CAMPOS (05M161)",110,12,5,"2020"," 10027"
"2391","05M286","URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS (05M286)",29,5,5,"2020"," 10027"
"2392","05M362","COLUMBIA SECONDARY SCHOOL (05M362)",99,20,15,"2020"," 10027"
"2393","05M499","FREDERICK DOUGLASS ACADEMY (05M499)",88,5,5,"2020"," 10039"
"2394","05M514","NEW DESIGN MIDDLE SCHOOL (05M514)",50,10,5,"2020"," 10027"
"2395","05M517","TEACHERS COLLEGE COMMUNITY SCHOOL (05M517)",51,19,5,"2020"," 10027"
"2396","05M670","THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE (05M670)",56,7,5,"2020"," 10030"
"2397","06M018","P.S. 018 PARK TERRACE (06M018)",53,12,5,"2020"," 10034"
"2398","06M052","HAROLD O. LEVY SCHOOL (06M052)",99,9,5,"2020"," 10034"
"2399","06M143","J.H.S. 143 ELEANOR ROOSEVELT (06M143)",90,14,5,"2020"," 10033"
"2400","06M187","P.S./I.S. 187 HUDSON CLIFFS (06M187)",89,32,6,"2020"," 10040"
"2401","06M209","HAMILTON GRANGE MIDDLE SCHOOL (06M209)",112,25,5,"2020"," 10031"
"2402","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP (06M210)",59,10,5,"2020"," 10031"
"2403","06M223","THE MOTT HALL SCHOOL (06M223)",92,77,5,"2020"," 10027"
"2404","06M278","PAULA HEDBAVNY SCHOOL (06M278)",65,20,5,"2020"," 10034"
"2405","06M293","CITY COLLEGE ACADEMY OF THE ARTS (06M293)",87,9,5,"2020"," 10040"
"2406","06M311","AMISTAD DUAL LANGUAGE SCHOOL (06M311)",45,14,5,"2020"," 10034"
"2407","06M319","M.S. 319 - MARIA TERESA (06M319)",108,5,5,"2020"," 10032"
"2408","06M322","MIDDLE SCHOOL 322 (06M322)",104,8,5,"2020"," 10040"
"2409","06M324","M.S. 324 - PATRIA MIRABAL (06M324)",89,15,5,"2020"," 10032"
"2410","06M328","COMMUNITY MATH & SCIENCE PREP (06M328)",56,6,5,"2020"," 10032"
"2411","06M346","COMMUNITY HEALTH ACADEMY OF THE HEIGHTS (06M346)",94,5,5,"2020"," 10032"
