"","dbn","feeder_school","n_hs_applicants","n_testers","n_offers","year","zip"
"297","20K686","BROOKLYN SCHOOL OF INQUIRY",5,5,5,"2015"," 11204"
"298","21K095","P.S. 095 THE GRAVESEND",7,7,5,"2015"," 11223"
"299","21K096","I.S. 096 SETH LOW",65,65,6,"2015"," 11204"
"300","21K098","I.S. 98 BAY ACADEMY",327,327,107,"2015"," 11235"
"301","21K099","P.S. 099 ISAAC ASIMOV",12,12,5,"2015"," 11230"
"302","21K121","P.S. 121 NELSON A. ROCKEFELLER",12,12,5,"2015"," 11204"
"303","21K209","P.S. 209 MARGARET MEAD",20,20,5,"2015"," 11235"
"304","21K225","P.S. K225 - THE EILEEN E. ZAGLIN",29,29,5,"2015"," 11235"
"305","21K226","P.S. 226 ALFRED DE B.MASON",32,32,5,"2015"," 11204"
"306","21K228","I.S. 228 DAVID A. BOODY",164,164,24,"2015"," 11223"
"307","21K238","P.S. 238 ANNE SULLIVAN",6,6,5,"2015"," 11223"
"308","21K239","MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED",386,386,207,"2015"," 11224"
"309","21K281","I.S. 281 JOSEPH B CAVALLARO",162,162,23,"2015"," 11214"
"310","21K288","P.S. 288 THE SHIRLEY TANYHILL",5,5,5,"2015"," 11224"
"311","21K303","I.S. 303 HERBERT S. EISENBERG",62,62,5,"2015"," 11224"
"312","21K468","KINGSBOROUGH EARLY COLLEGE SCHOOL",7,7,5,"2015"," 11214"
"313","21K690","BROOKLYN STUDIO SECONDARY SCHOOL",16,16,5,"2015"," 11214"
"314","22K014","J.H.S. 014 SHELL BANK",40,40,5,"2015"," 11235"
"315","22K078","J.H.S. 078 ROY H. MANN",61,61,5,"2015"," 11234"
"316","22K109","P.S. 109",28,28,5,"2015"," 11203"
"317","22K206","P.S. 206 JOSEPH F LAMB",51,51,6,"2015"," 11229"
"318","22K207","P.S. 207 ELIZABETH G. LEARY",24,24,9,"2015"," 11234"
"319","22K234","J.H.S. 234 ARTHUR W. CUNNINGHAM",346,346,101,"2015"," 11229"
"320","22K240","ANDRIES HUDDE",103,103,6,"2015"," 11210"
"321","22K278","J.H.S. 278 MARINE PARK",65,65,5,"2015"," 11229"
"322","22K381","I. S. 381",29,29,5,"2015"," 11210"
"323","23K041","P.S. 041 FRANCIS WHITE",5,5,5,"2015"," 11212"
"324","23K137","P.S./I.S. 137 RACHEL JEAN MITCHELL",5,5,5,"2015"," 11233"
"325","23K155","P.S./ I.S. 155 NICHOLAS HERKIMER",7,7,5,"2015"," 11233"
"326","23K178","P.S. 178 SAINT CLAIR MCKELWAY",6,6,5,"2015"," 11233"
"327","23K184","P.S. 184 NEWPORT",5,5,5,"2015"," 11212"
"328","23K323","P.S./I.S. 323",13,13,5,"2015"," 11212"
"329","23K363","BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL",5,5,5,"2015"," 11212"
"330","23K392","I.S. 392",56,56,5,"2015"," 11212"
"331","23K518","KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY)",22,22,5,"2015"," 11212"
"332","23K522","MOTT HALL IV",11,11,5,"2015"," 11233"
"333","23K644","EAGLE ACADEMY FOR YOUNG MEN II",9,9,5,"2015"," 11233"
"334","23K664","BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES)",15,15,5,"2015"," 11233"
"335","23K668","RIVERDALE AVENUE MIDDLE SCHOOL",25,25,5,"2015"," 11212"
"336","23K671","MOTT HALL BRIDGES ACADEMY",14,14,5,"2015"," 11212"
"337","24Q005","I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL",233,233,55,"2015"," 11373"
"338","24Q049","P.S. 049 DOROTHY BONAWIT KOLE",44,44,7,"2015"," 11379"
"339","24Q061","I.S. 061 LEONARDO DA VINCI",106,106,9,"2015"," 11368"
"340","24Q073","I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL",265,265,44,"2015"," 11378"
"341","24Q077","I.S. 077",71,71,5,"2015"," 11385"
"342","24Q087","P.S./I.S. 087 MIDDLE VILLAGE",8,8,5,"2015"," 11379"
"343","24Q093","I.S. 093 RIDGEWOOD",72,72,5,"2015"," 11385"
"344","24Q102","P.S. 102 BAYVIEW",56,56,14,"2015"," 11373"
"345","24Q113","P.S./I.S. 113 ANTHONY J. PRANZO",28,28,5,"2015"," 11385"
"346","24Q119","I.S. 119 THE GLENDALE",135,135,63,"2015"," 11385"
"347","24Q125","I.S. 125 THOM J. MCCANN WOODSIDE",258,258,32,"2015"," 11377"
"348","24Q128","P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",32,32,7,"2015"," 11379"
"349","24Q311","CORONA ARTS AND SCIENCES ACADEMY",16,16,5,"2015"," 11368"
"350","24Q560","ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",18,18,5,"2015"," 11101"
"351","25Q025","I.S. 025 ADRIEN BLOCK",115,115,35,"2015"," 11358"
"352","25Q164","P.S. 164 QUEENS VALLEY",31,31,7,"2015"," 11367"
"353","25Q185","J.H.S. 185 EDWARD BLEEKER",275,275,99,"2015"," 11354"
"354","25Q189","J.H.S. 189 DANIEL CARTER BEARD",91,91,20,"2015"," 11355"
"355","25Q194","J.H.S. 194 WILLIAM CARR",138,138,45,"2015"," 11357"
"356","25Q200","P.S./M.S. 200 - THE POMONOK SCHOOL & STAR ACADEMY",5,5,5,"2015"," 11365"
"357","25Q219","P.S. 219 PAUL KLAPPER",20,20,5,"2015"," 11367"
"358","25Q237","I.S. 237",176,176,71,"2015"," 11355"
"359","25Q250","I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL",18,18,5,"2015"," 11366"
"360","25Q252","QUEENS SCHOOL OF INQUIRY, THE",29,29,6,"2015"," 11366"
"361","25Q281","EAST-WEST SCHOOL OF INTERNATIONAL STUDIES",64,64,21,"2015"," 11355"
"362","25Q285","WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL",12,12,6,"2015"," 11358"
"363","25Q294","BELL ACADEMY",43,43,14,"2015"," 11360"
"364","25Q499","THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",46,46,18,"2015"," 11367"
"365","26Q067","J.H.S. 067 LOUIS PASTEUR",204,204,84,"2015"," 11362"
"366","26Q074","J.H.S. 074 NATHANIEL HAWTHORNE",198,198,102,"2015"," 11364"
"367","26Q158","M.S. 158 MARIE CURIE",233,233,104,"2015"," 11361"
"368","26Q172","IRWIN ALTMAN MIDDLE SCHOOL 172",176,176,31,"2015"," 11004"
"369","26Q178","P.S./I.S. 178 HOLLISWOOD",18,18,5,"2015"," 11423"
"370","26Q216","J.H.S. 216 GEORGE J. RYAN",315,315,92,"2015"," 11365"
"371","26Q266","P.S./I.S. 266",44,44,8,"2015"," 11426"
"372","27Q042","P.S./M.S. 042 R. VERNAM",5,5,5,"2015"," 11692"
"373","27Q043","P.S. 043",9,9,5,"2015"," 11691"
"374","27Q047","P.S. 047 CHRIS GALAS",5,5,5,"2015"," 11693"
"375","27Q053","M.S. 053 BRIAN PICCOLO",14,14,5,"2015"," 11691"
"376","27Q105","P.S. 105 THE BAY SCHOOL",14,14,5,"2015"," 11691"
"377","27Q114","P.S./M.S. 114 BELLE HARBOR",5,5,5,"2015"," 11694"
"378","27Q124","P.S. 124 OSMOND A CHURCH",74,74,7,"2015"," 11420"
"379","27Q137","M.S. 137 AMERICA'S SCHOOL OF HEROES",186,186,21,"2015"," 11417"
"380","27Q146","P.S. 146 HOWARD BEACH",12,12,5,"2015"," 11414"
"381","27Q183","P.S. 183 DR. RICHARD R. GREEN",5,5,5,"2015"," 11693"
"382","27Q202","J.H.S. 202 ROBERT H. GODDARD",100,100,17,"2015"," 11417"
"383","27Q207","P.S. 207 ROCKWOOD PARK",10,10,5,"2015"," 11414"
"384","27Q210","J.H.S. 210 ELIZABETH BLACKWELL",179,179,14,"2015"," 11416"
"385","27Q226","J.H.S. 226 VIRGIL I. GRISSOM",52,52,5,"2015"," 11420"
"386","27Q232","P.S. 232 LINDENWOOD",21,21,5,"2015"," 11414"
"387","27Q262","CHANNEL VIEW SCHOOL FOR RESEARCH",18,18,5,"2015"," 11694"
"388","27Q282","KNOWLEDGE AND POWER PREPARATORY ACADEMY VI",52,52,5,"2015"," 11691"
"389","27Q297","HAWTREE CREEK MIDDLE SCHOOL",23,23,5,"2015"," 11420"
"390","27Q309","ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL",17,17,5,"2015"," 11691"
"391","27Q318","WATERSIDE SCHOOL FOR LEADERSHIP",5,5,5,"2015"," 11694"
"392","27Q319","VILLAGE ACADEMY",27,27,5,"2015"," 11691"
"393","27Q323","SCHOLARS' ACADEMY",115,115,44,"2015"," 11694"
"394","27Q333","GOLDIE MAPLE ACADEMY",15,15,5,"2015"," 11692"
"395","28Q008","J.H.S. 008 RICHARD S. GROSSLEY",8,8,5,"2015"," 11433"
"396","28Q072","CATHERINE & COUNT BASIE MIDDLE SCHOOL 72",61,61,5,"2015"," 11434"
"397","28Q157","J.H.S. 157 STEPHEN A. HALSEY",185,185,62,"2015"," 11374"
"398","28Q167","METROPOLITAN EXPEDITIONARY LEARNING SCHOOL",29,29,5,"2015"," 11375"
"399","28Q190","J.H.S. 190 RUSSELL SAGE",143,143,48,"2015"," 11375"
"400","28Q217","J.H.S. 217 ROBERT A. VAN WYCK",199,199,22,"2015"," 11435"
"401","28Q284","YORK EARLY COLLEGE ACADEMY",27,27,6,"2015"," 11433"
"402","28Q287","THE EMERSON SCHOOL",22,22,5,"2015"," 11433"
"403","28Q310","QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL",19,19,5,"2015"," 11432"
"404","28Q332","REDWOOD MIDDLE SCHOOL",5,5,5,"2015"," 11434"
"405","28Q358","M.S. 358",5,5,5,"2015"," 11432"
"406","28Q680","QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL",73,73,28,"2015"," 11432"
"407","28Q896","YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",39,39,9,"2015"," 11432"
"408","29Q059","I.S. 059 SPRINGFIELD GARDENS",61,61,5,"2015"," 11413"
"409","29Q109","JEAN NUZZI INTERMEDIATE SCHOOL",116,116,10,"2015"," 11428"
"410","29Q116","P.S./I.S. 116 WILLIAM C. HUGHLEY",8,8,5,"2015"," 11433"
"411","29Q138","P.S./M.S. 138 SUNRISE",23,23,5,"2015"," 11422"
"412","29Q147","P.S./M.S. 147 RONALD MCNAIR",7,7,5,"2015"," 11411"
"413","29Q192","I.S. 192 THE LINDEN",19,19,5,"2015"," 11412"
"414","29Q208","P.S./I.S. 208",36,36,5,"2015"," 11426"
"415","29Q238","I.S. 238 - SUSAN B. ANTHONY ACADEMY",142,142,7,"2015"," 11423"
"416","29Q259","PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL",15,15,5,"2015"," 11412"
"417","29Q268","P.S./I.S. 268",10,10,5,"2015"," 11433"
"418","29Q270","THE GORDON PARKS SCHOOL",33,33,5,"2015"," 11422"
"419","29Q283","PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL",10,10,5,"2015"," 11413"
"420","29Q289","QUEENS UNITED MIDDLE SCHOOL",15,15,5,"2015"," 11413"
"421","29Q295","P.S./I.S. 295",25,25,5,"2015"," 11428"
"422","29Q327","EAGLE ACADEMY FOR YOUNG MEN III",38,38,5,"2015"," 11434"
"423","29Q355","COLLABORATIVE ARTS MIDDLE SCHOOL",21,21,5,"2015"," 11413"
"424","29Q356","COMMUNITY VOICES MIDDLE SCHOOL",26,26,5,"2015"," 11413"
"425","30Q010","I.S. 010 HORACE GREELEY",89,89,5,"2015"," 11103"
"426","30Q078","P.S./I.S. 78Q",13,13,5,"2015"," 11109"
"427","30Q111","P.S. 111 JACOB BLACKWELL",8,8,5,"2015"," 11101"
"428","30Q122","P.S. 122 MAMIE FAY",91,91,71,"2015"," 11105"
"429","30Q126","ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS",49,49,17,"2015"," 11106"
"430","30Q127","P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL",32,32,5,"2015"," 11369"
"431","30Q141","I.S. 141 THE STEINWAY",182,182,29,"2015"," 11105"
"432","30Q145","I.S. 145 JOSEPH PULITZER",171,171,10,"2015"," 11372"
"433","30Q204","I.S. 204 OLIVER W. HOLMES",46,46,5,"2015"," 11106"
"434","30Q227","I.S. 227 LOUIS ARMSTRONG",178,178,21,"2015"," 11369"
"435","30Q230","I.S. 230",136,136,29,"2015"," 11372"
"436","30Q235","ACADEMY FOR NEW AMERICANS",9,9,5,"2015"," 11102"
"437","30Q286","YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",9,9,5,"2015"," 11102"
"438","30Q291","HUNTERS POINT COMMUNITY MIDDLE SCHOOL",55,55,6,"2015"," 11101"
"439","30Q300","THE 30TH AVENUE SCHOOL (G&T CITYWIDE)",5,5,5,"2015"," 11106"
"440","30Q580","BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION",71,71,58,"2015"," 11106"
"441","31R002","I.S. R002 GEORGE L. EGBERT",76,76,11,"2015"," 10306"
"442","31R007","I.S. 007 ELIAS BERNSTEIN",136,136,22,"2015"," 10312"
"443","31R024","I.S. 024 MYRA S. BARNES",179,179,29,"2015"," 10308"
"444","31R027","I.S. 027 ANNING S. PRALL",95,95,22,"2015"," 10310"
"445","31R028","THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND",5,5,5,"2015"," 10304"
"446","31R034","I.S. 034 TOTTENVILLE",100,100,12,"2015"," 10307"
"447","31R048","P.S. 048 WILLIAM G. WILCOX",49,49,11,"2015"," 10304"
"448","31R049","I.S. 49 BERTA A. DREYFUS",44,44,5,"2015"," 10304"
"449","31R051","I.S. 051 EDWIN MARKHAM",63,63,5,"2015"," 10302"
"450","31R061","I.S. 061 WILLIAM A MORRIS",60,60,5,"2015"," 10301"
"451","31R063","MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING",60,60,11,"2015"," 10314"
"452","31R072","I.S. 072 ROCCO LAURIE",121,121,19,"2015"," 10314"
"453","31R075","I.S. 075 FRANK D. PAULO",142,142,43,"2015"," 10312"
"454","31R080","THE MICHAEL J. PETRIDES SCHOOL",24,24,6,"2015"," 10301"
"455","31R861","STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP",41,41,5,"2015"," 10314"
"456","32K045","P.S./I.S. 045 HORACE E. GREENE",22,22,5,"2015"," 11207"
"457","32K162","J.H.S. 162 THE WILLOUGHBY",19,19,5,"2015"," 11237"
"458","32K291","J.H.S. 291 ROLAND HAYES",7,7,5,"2015"," 11221"
"459","32K347","I.S. 347 SCHOOL OF HUMANITIES",11,11,5,"2015"," 11221"
"460","32K349","I.S. 349 MATH, SCIENCE & TECH.",18,18,5,"2015"," 11221"
"461","32K383","J.H.S. 383 PHILIPPA SCHUYLER",204,204,13,"2015"," 11237"
"462","32K384","P.S./I.S. 384 FRANCES E. CARTER",5,5,5,"2015"," 11207"
"463","32K554","ALL CITY LEADERSHIP SECONDARY SCHOOL",12,12,5,"2015"," 11237"
"464","32K562","EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION",12,12,5,"2015"," 11207"
"465","01M034","P.S. 034 FRANKLIN D. ROOSEVELT",61,10,5,"2016"," 10009"
"466","01M140","P.S. 140 NATHAN STRAUS",59,10,5,"2016"," 10002"
"467","01M184","P.S. 184M SHUANG WEN",80,64,28,"2016"," 10002"
"468","01M188","P.S. 188 THE ISLAND SCHOOL",60,11,5,"2016"," 10002"
"469","01M332","UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL",88,13,5,"2016"," 10002"
"470","01M378","SCHOOL FOR GLOBAL LEADERS",88,10,5,"2016"," 10002"
"471","01M450","EAST SIDE COMMUNITY SCHOOL",106,11,5,"2016"," 10009"
"472","01M539","NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH SCHOOL",121,109,77,"2016"," 10002"
"473","01M839","TOMPKINS SQUARE MIDDLE SCHOOL",122,63,8,"2016"," 10009"
"474","02M104","J.H.S. 104 SIMON BARUCH",408,251,83,"2016"," 10010"
"475","02M114","EAST SIDE MIDDLE SCHOOL",146,102,59,"2016"," 10128"
"476","02M126","P.S. 126 JACOB AUGUST RIIS",110,66,16,"2016"," 10038"
"477","02M131","M.S. 131",169,61,17,"2016"," 10002"
"478","02M167","J.H.S. 167 ROBERT F. WAGNER",437,228,68,"2016"," 10021"
"479","02M177","YORKVILLE EAST MIDDLE SCHOOL",49,29,7,"2016"," 10075"
"480","02M217","P.S./I.S. 217 ROOSEVELT ISLAND",18,5,5,"2016"," 10044"
"481","02M225","ELLA BAKER SCHOOL",22,5,5,"2016"," 10065"
"482","02M255","M.S. 255 SALK SCHOOL OF SCIENCE",126,110,65,"2016"," 10003"
"483","02M260","M.S. 260 CLINTON SCHOOL WRITERS & ARTISTS",93,21,11,"2016"," 10003"
"484","02M276","BATTERY PARK CITY SCHOOL",94,54,20,"2016"," 10280"
"485","02M289","I.S. 289",94,50,5,"2016"," 10282"
"486","02M312","NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES",174,150,112,"2016"," 10011"
"487","02M347","THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL",7,5,5,"2016"," 10010"
"488","02M407","INSTITUTE FOR COLLABORATIVE EDUCATION",70,11,5,"2016"," 10003"
"489","02M408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",30,10,5,"2016"," 10036"
"490","02M413","SCHOOL OF THE FUTURE HIGH SCHOOL",89,30,6,"2016"," 10010"
"491","02M422","QUEST TO LEARN",89,35,7,"2016"," 10011"
"492","02M442","BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",19,10,5,"2016"," 10003"
"493","02M896","LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL",126,73,13,"2016"," 10004"
"494","02M933","CITY KNOLL MIDDLE SCHOOL",91,23,5,"2016"," 10001"
"495","03M054","J.H.S. 054 BOOKER T. WASHINGTON",251,228,137,"2016"," 10025"
"496","03M076","P.S. 076 A. PHILIP RANDOLPH",49,15,5,"2016"," 10027"
"497","03M149","P.S. 149 SOJOURNER TRUTH",27,5,5,"2016"," 10026"
"498","03M180","P.S. 180 HUGO NEWMAN",63,24,5,"2016"," 10027"
"499","03M191","THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS",49,6,5,"2016"," 10023"
"500","03M243","M.S. 243 CENTER SCHOOL",58,48,20,"2016"," 10024"
"501","03M245","M.S. M245 THE COMPUTER SCHOOL",130,57,17,"2016"," 10024"
"502","03M247","M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL",71,8,5,"2016"," 10025"
"503","03M250","M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL",60,8,5,"2016"," 10025"
"504","03M256","LAFAYETTE ACADEMY",56,10,5,"2016"," 10025"
"505","03M258","COMMUNITY ACTION SCHOOL - MS 258",84,25,5,"2016"," 10025"
"506","03M333","P.S. 333 MANHATTAN SCHOOL FOR CHILDREN",51,19,5,"2016"," 10025"
"507","03M334","THE ANDERSON SCHOOL",74,67,51,"2016"," 10024"
"508","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS",12,5,5,"2016"," 10026"
"509","03M421","WEST PREP ACADEMY",69,12,5,"2016"," 10025"
"510","03M859","SPECIAL MUSIC SCHOOL",14,5,5,"2016"," 10023"
"511","03M860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL",31,5,5,"2016"," 10026"
"512","03M862","MOTT HALL II",110,57,10,"2016"," 10025"
"513","04M007","P.S. 007 SAMUEL STERN",43,5,5,"2016"," 10035"
"514","04M012","TAG YOUNG SCHOLARS",59,55,38,"2016"," 10029"
"515","04M057","JAMES WELDON JOHNSON",99,24,5,"2016"," 10029"
"516","04M072","THE LEXINGTON ACADEMY",84,15,5,"2016"," 10029"
"517","04M096","P.S. 096 JOSEPH LANZETTA",78,12,5,"2016"," 10035"
"518","04M108","P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX",88,6,5,"2016"," 10029"
"519","04M171","P.S. 171 PATRICK HENRY",96,41,5,"2016"," 10029"
"520","04M206","P.S. 206 JOSE CELSO BARBOSA",67,18,5,"2016"," 10035"
"521","04M224","M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS",44,20,5,"2016"," 10029"
"522","04M372","ESPERANZA PREPARATORY ACADEMY",86,5,5,"2016"," 10029"
"523","04M377","RENAISSANCE SCHOOL OF THE ARTS",53,24,5,"2016"," 10035"
"524","04M610","YOUNG WOMEN'S LEADERSHIP SCHOOL",55,6,5,"2016"," 10029"
"525","04M825","ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE",82,9,5,"2016"," 10029"
"526","05M046","P.S. 046 ARTHUR TAPPAN",62,7,5,"2016"," 10039"
"527","05M123","P.S. 123 MAHALIA JACKSON",57,5,5,"2016"," 10030"
"528","05M129","P.S. 129 JOHN H. FINLEY",51,12,5,"2016"," 10027"
"529","05M148","EAGLE ACADEMY FOR YOUNG MEN OF HARLEM",57,6,5,"2016"," 10030"
"530","05M161","P.S. 161 PEDRO ALBIZU CAMPOS",116,11,5,"2016"," 10027"
"531","05M286","URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS",93,26,5,"2016"," 10027"
"532","05M362","COLUMBIA SECONDARY SCHOOL",97,45,20,"2016"," 10027"
"533","05M499","FREDERICK DOUGLASS ACADEMY",84,8,5,"2016"," 10039"
"534","05M514","NEW DESIGN MIDDLE SCHOOL",67,6,5,"2016"," 10027"
"535","05M670","THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE",56,13,5,"2016"," 10030"
"536","06M018","P.S. 018 PARK TERRACE",43,5,5,"2016"," 10034"
"537","06M052","J.H.S. 052 INWOOD",147,10,5,"2016"," 10034"
"538","06M143","J.H.S. 143 ELEANOR ROOSEVELT",128,5,5,"2016"," 10033"
"539","06M187","P.S./I.S. 187 HUDSON CLIFFS",92,33,5,"2016"," 10040"
"540","06M209","HAMILTON GRANGE MIDDLE SCHOOL",74,13,5,"2016"," 10031"
"541","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP",53,12,5,"2016"," 10031"
"542","06M223","THE MOTT HALL SCHOOL",82,73,5,"2016"," 10027"
"543","06M278","PAULA HEDBAVNY SCHOOL",68,28,5,"2016"," 10034"
"544","06M293","CITY COLLEGE ACADEMY OF THE ARTS",78,8,5,"2016"," 10040"
"545","06M311","AMISTAD DUAL LANGUAGE SCHOOL",52,20,5,"2016"," 10034"
"546","06M319","M.S. 319 - MARIA TERESA",194,23,5,"2016"," 10032"
"547","06M322","MIDDLE SCHOOL 322",103,9,5,"2016"," 10040"
"548","06M324","M.S. 324 - PATRIA MIRABAL",162,20,5,"2016"," 10032"
"549","06M328","COMMUNITY MATH & SCIENCE PREP",101,5,5,"2016"," 10032"
"550","06M346","COMMUNITY HEALTH ACADEMY OF THE HEIGHTS",92,5,5,"2016"," 10032"
"551","06M348","WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL",84,10,5,"2016"," 10033"
"552","06M349","HARBOR HEIGHTS",67,5,5,"2016"," 10033"
"553","06M366","WASHINGTON HEIGHTS ACADEMY",50,12,5,"2016"," 10034"
"554","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL",61,5,5,"2016"," 10033"
"555","07X005","P.S. 5 PORT MORRIS",91,15,5,"2016"," 10455"
"556","07X029","P.S./M.S. 029 MELROSE SCHOOL",95,25,5,"2016"," 10451"
"557","07X031","P.S./M.S. 031 THE WILLIAM LLOYD GARRISON",80,12,5,"2016"," 10451"
"558","07X151","J.H.S. 151 LOU GEHRIG",90,9,5,"2016"," 10451"
"559","07X221","SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL",98,5,5,"2016"," 10454"
"560","07X223","THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X223",98,8,5,"2016"," 10454"
"561","07X224","P.S./I.S. 224",130,14,5,"2016"," 10454"
"562","07X296","SOUTH BRONX ACADEMY FOR APPLIED MEDIA",107,11,5,"2016"," 10456"
"563","07X298","ACADEMY OF PUBLIC RELATIONS",94,23,5,"2016"," 10456"
"564","07X343","ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY",101,25,5,"2016"," 10454"
"565","07X500","HOSTOS-LINCOLN ACADEMY OF SCIENCE",68,5,5,"2016"," 10455"
"566","07X551","THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS",81,10,5,"2016"," 10451"
"567","08X071","P.S. 071 ROSE E. SCALA",194,94,6,"2016"," 10461"
"568","08X101","M.S. X101 EDWARD R. BYRNE",163,85,23,"2016"," 10465"
"569","08X123","J.H.S. 123 JAMES M. KIERAN",116,15,5,"2016"," 10472"
"570","08X131","J.H.S. 131 ALBERT EINSTEIN",150,10,5,"2016"," 10473"
"571","08X269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",95,5,5,"2016"," 10459"
"572","08X301","M.S. 301 PAUL L. DUNBAR",81,5,5,"2016"," 10456"
"573","08X302","M.S. 302 LUISA DESSUS CRUZ",166,26,5,"2016"," 10455"
"574","08X337","THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE",184,67,5,"2016"," 10472"
"575","08X367","ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",86,24,5,"2016"," 10473"
"576","08X371","URBAN INSTITUTE OF MATHEMATICS",115,30,5,"2016"," 10465"
"577","08X375","THE BRONX MATHEMATICS PREPARATORY SCHOOL",95,13,5,"2016"," 10473"
"578","08X376","ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL",61,10,5,"2016"," 10473"
"579","08X424","THE HUNTS POINT SCHOOL",99,6,5,"2016"," 10474"
"580","08X448","SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP",123,20,5,"2016"," 10473"
"581","08X467","MOTT HALL COMMUNITY SCHOOL",123,27,5,"2016"," 10465"
"582","08X562","BLUEPRINT MIDDLE SCHOOL",119,38,5,"2016"," 10472"
"583","09X004","P.S./M.S. 004 CROTONA PARK WEST",64,11,5,"2016"," 10457"
"584","09X022","J.H.S. 022 JORDAN L. MOTT",144,13,5,"2016"," 10456"
"585","09X117","I.S. 117 JOSEPH H. WADE",229,23,5,"2016"," 10453"
"586","09X128","MOTT HALL III",116,59,5,"2016"," 10456"
"587","09X215","KAPPA",61,16,5,"2016"," 10456"
"588","09X218","P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL",83,59,5,"2016"," 10452"
"589","09X219","I.S. 219 NEW VENTURE SCHOOL",98,7,5,"2016"," 10456"
"590","09X229","I.S. 229 ROLAND PATTERSON",88,6,5,"2016"," 10453"
"591","09X231","EAGLE ACADEMY FOR YOUNG MEN",69,7,5,"2016"," 10457"
"592","09X232","I.S. 232",184,34,5,"2016"," 10453"
"593","09X241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",89,8,5,"2016"," 10457"
"594","09X303","I.S. X303 LEADERSHIP & COMMUNITY SERVICE",79,9,5,"2016"," 10453"
"595","09X313","I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT",107,5,5,"2016"," 10457"
"596","09X323","BRONX WRITING ACADEMY",156,60,5,"2016"," 10456"
